origin_airport,destination_airport,num_flights,o_lat,o_long,d_lat,d_long
HOU,BOS,875,29.64542,-95.27889,42.36435,-71.00518000000001
DAL,BOS,365,32.84711,-96.85177,42.36435,-71.00518000000001
PHL,BOS,5223,39.87195,-75.24114,42.36435,-71.00518000000001
BWI,BOS,5908,39.1754,-76.6682,42.36435,-71.00518000000001
MIA,BOS,2496,25.79325,-80.29056,42.36435,-71.00518000000001
PDX,BOS,620,45.58872,-122.5975,42.36435,-71.00518000000001
OAK,BOS,89,37.72129,-122.22072,42.36435,-71.00518000000001
DTW,BOS,3748,42.21206,-83.34884,42.36435,-71.00518000000001
CLT,BOS,3822,35.214009999999995,-80.94313000000001,42.36435,-71.00518000000001
JAX,BOS,760,30.494059999999998,-81.68786,42.36435,-71.00518000000001
MSY,BOS,672,29.99339,-90.25803,42.36435,-71.00518000000001
IAH,BOS,1584,29.98047,-95.33972,42.36435,-71.00518000000001
SJC,BOS,322,37.36186,-121.92901,42.36435,-71.00518000000001
RDU,BOS,1731,35.87764,-78.78747,42.36435,-71.00518000000001
SMF,BOS,74,38.69542,-121.59076999999999,42.36435,-71.00518000000001
MDW,BOS,1549,41.78598,-87.75242,42.36435,-71.00518000000001
PBI,BOS,1874,26.683159999999997,-80.09559,42.36435,-71.00518000000001
STL,BOS,1008,38.747690000000006,-90.35999,42.36435,-71.00518000000001
IND,BOS,606,39.71733,-86.29438,42.36435,-71.00518000000001
RIC,BOS,2051,37.50517,-77.31967,42.36435,-71.00518000000001
SJU,BOS,1154,18.439420000000002,-66.00183,42.36435,-71.00518000000001
IAD,BOS,2283,38.94453,-77.45581,42.36435,-71.00518000000001
RSW,BOS,2225,26.536170000000002,-81.75516999999999,42.36435,-71.00518000000001
AUS,BOS,815,30.19453,-97.66986999999999,42.36435,-71.00518000000001
MCI,BOS,582,39.29761,-94.71391,42.36435,-71.00518000000001
CMH,BOS,623,39.99799,-82.89188,42.36435,-71.00518000000001
MKE,BOS,605,42.94722,-87.89658,42.36435,-71.00518000000001
BNA,BOS,1656,36.12448,-86.67818,42.36435,-71.00518000000001
PIT,BOS,1681,40.49147,-80.23286999999999,42.36435,-71.00518000000001
SAV,BOS,418,32.12758,-81.20214,42.36435,-71.00518000000001
CHS,BOS,592,32.89865,-80.04051,42.36435,-71.00518000000001
CLE,BOS,2148,41.41089,-81.8494,42.36435,-71.00518000000001
ORF,BOS,83,36.89461,-76.20121999999999,42.36435,-71.00518000000001
LGB,BOS,351,33.81772,-118.15161,42.36435,-71.00518000000001
SDF,BOS,1,38.17439,-85.736,42.36435,-71.00518000000001
CVG,BOS,594,39.04614,-84.66216999999999,42.36435,-71.00518000000001
BUF,BOS,1530,42.94052,-78.73217,42.36435,-71.00518000000001
SRQ,BOS,240,27.395329999999998,-82.55411,42.36435,-71.00518000000001
MYR,BOS,365,33.67975,-78.92833,42.36435,-71.00518000000001
STT,BOS,72,18.337310000000002,-64.97336,42.36435,-71.00518000000001
ACY,BOS,133,39.45758,-74.57717,42.36435,-71.00518000000001
ACK,BOS,174,41.25305,-70.06018,42.36435,-71.00518000000001
MVY,BOS,80,41.393029999999996,-70.61433000000001,42.36435,-71.00518000000001
SFO,DFW,4754,37.619,-122.37483999999999,32.89595,-97.0372
LAX,DFW,6202,33.94254,-118.40807,32.89595,-97.0372
JFK,DFW,493,40.63975,-73.77893,32.89595,-97.0372
LAS,DFW,4445,36.08036,-115.15233,32.89595,-97.0372
LGA,DFW,4103,40.77724,-73.87261,32.89595,-97.0372
ORD,DFW,7203,41.9796,-87.90446,32.89595,-97.0372
SEA,DFW,3935,47.44898,-122.30931000000001,32.89595,-97.0372
HNL,DFW,698,21.31869,-157.92241,32.89595,-97.0372
OGG,DFW,534,20.89865,-156.43046,32.89595,-97.0372
ATL,DFW,6705,33.640440000000005,-84.42694,32.89595,-97.0372
MCO,DFW,3859,28.428890000000003,-81.31603,32.89595,-97.0372
DEN,DFW,5659,39.85841,-104.667,32.89595,-97.0372
BOS,DFW,3264,42.36435,-71.00518000000001,32.89595,-97.0372
DCA,DFW,3105,38.85208,-77.03772,32.89595,-97.0372
FLL,DFW,2682,26.07258,-80.15275,32.89595,-97.0372
SAN,DFW,3368,32.73356,-117.18966,32.89595,-97.0372
PHX,DFW,4264,33.43417,-112.00806000000001,32.89595,-97.0372
MSP,DFW,3518,44.88055,-93.21692,32.89595,-97.0372
SLC,DFW,3340,40.78839,-111.97776999999999,32.89595,-97.0372
KOA,DFW,131,19.738770000000002,-156.04563000000002,32.89595,-97.0372
EWR,DFW,2748,40.6925,-74.16866,32.89595,-97.0372
TPA,DFW,2587,27.97547,-82.53325,32.89595,-97.0372
HOU,DFW,145,29.64542,-95.27889,32.89595,-97.0372
PHL,DFW,3606,39.87195,-75.24114,32.89595,-97.0372
ANC,DFW,125,61.174319999999994,-149.99618999999998,32.89595,-97.0372
LIH,DFW,17,21.97598,-159.33896000000001,32.89595,-97.0372
BWI,DFW,1600,39.1754,-76.6682,32.89595,-97.0372
MIA,DFW,3918,25.79325,-80.29056,32.89595,-97.0372
PDX,DFW,2059,45.58872,-122.5975,32.89595,-97.0372
OAK,DFW,196,37.72129,-122.22072,32.89595,-97.0372
DTW,DFW,2914,42.21206,-83.34884,32.89595,-97.0372
CLT,DFW,3885,35.214009999999995,-80.94313000000001,32.89595,-97.0372
JAX,DFW,1016,30.494059999999998,-81.68786,32.89595,-97.0372
MSY,DFW,2426,29.99339,-90.25803,32.89595,-97.0372
IAH,DFW,4664,29.98047,-95.33972,32.89595,-97.0372
SJC,DFW,1546,37.36186,-121.92901,32.89595,-97.0372
RDU,DFW,1771,35.87764,-78.78747,32.89595,-97.0372
SNA,DFW,3057,33.67566,-117.86822,32.89595,-97.0372
SMF,DFW,1557,38.69542,-121.59076999999999,32.89595,-97.0372
PBI,DFW,833,26.683159999999997,-80.09559,32.89595,-97.0372
STL,DFW,2402,38.747690000000006,-90.35999,32.89595,-97.0372
IND,DFW,1629,39.71733,-86.29438,32.89595,-97.0372
RIC,DFW,871,37.50517,-77.31967,32.89595,-97.0372
SJU,DFW,617,18.439420000000002,-66.00183,32.89595,-97.0372
IAD,DFW,1570,38.94453,-77.45581,32.89595,-97.0372
RSW,DFW,1019,26.536170000000002,-81.75516999999999,32.89595,-97.0372
AUS,DFW,3861,30.19453,-97.66986999999999,32.89595,-97.0372
MCI,DFW,2249,39.29761,-94.71391,32.89595,-97.0372
CMH,DFW,1482,39.99799,-82.89188,32.89595,-97.0372
SAT,DFW,3774,29.533690000000004,-98.46978,32.89595,-97.0372
MKE,DFW,1256,42.94722,-87.89658,32.89595,-97.0372
GSP,DFW,372,34.89567,-82.21885999999999,32.89595,-97.0372
BNA,DFW,2669,36.12448,-86.67818,32.89595,-97.0372
PIT,DFW,1494,40.49147,-80.23286999999999,32.89595,-97.0372
SAV,DFW,248,32.12758,-81.20214,32.89595,-97.0372
CHS,DFW,534,32.89865,-80.04051,32.89595,-97.0372
MEM,DFW,1428,35.04242,-89.97667,32.89595,-97.0372
GEG,DFW,192,47.619859999999996,-117.53383999999998,32.89595,-97.0372
CLE,DFW,1478,41.41089,-81.8494,32.89595,-97.0372
BHM,DFW,206,33.562940000000005,-86.75355,32.89595,-97.0372
RNO,DFW,797,39.49858,-119.76806,32.89595,-97.0372
TUS,DFW,2175,32.11608,-110.94103,32.89595,-97.0372
ONT,DFW,1662,34.056,-117.60118999999999,32.89595,-97.0372
ORF,DFW,709,36.89461,-76.20121999999999,32.89595,-97.0372
SDF,DFW,231,38.17439,-85.736,32.89595,-97.0372
CVG,DFW,774,39.04614,-84.66216999999999,32.89595,-97.0372
BTR,DFW,1982,30.53316,-91.14963,32.89595,-97.0372
OMA,DFW,1080,41.30252,-95.89416999999999,32.89595,-97.0372
BOI,DFW,365,43.564440000000005,-116.22278,32.89595,-97.0372
TUL,DFW,2540,36.198370000000004,-95.88824,32.89595,-97.0372
PSP,DFW,710,33.82922,-116.50625,32.89595,-97.0372
ABQ,DFW,1688,35.04022,-106.60918999999998,32.89595,-97.0372
PNS,DFW,182,30.473309999999998,-87.18744000000001,32.89595,-97.0372
BDL,DFW,679,41.93887,-72.68323000000001,32.89595,-97.0372
ICT,DFW,377,37.64996,-97.43305,32.89595,-97.0372
JAN,DFW,191,32.311170000000004,-90.07589,32.89595,-97.0372
COS,DFW,1419,38.80581,-104.70025,32.89595,-97.0372
VPS,DFW,511,30.48325,-86.5254,32.89595,-97.0372
ASE,DFW,353,39.22316,-106.86885,32.89595,-97.0372
SBA,DFW,271,34.42621,-119.84037,32.89595,-97.0372
LIT,DFW,58,34.7294,-92.22425,32.89595,-97.0372
OKC,DFW,1950,35.39309,-97.60073,32.89595,-97.0372
SHV,DFW,1265,32.44663,-93.8256,32.89595,-97.0372
TYS,DFW,807,35.812490000000004,-83.99286,32.89595,-97.0372
MOB,DFW,151,30.69142,-88.24283,32.89595,-97.0372
FAT,DFW,719,36.77619,-119.71813999999999,32.89595,-97.0372
LBB,DFW,279,33.66364,-101.82278000000001,32.89595,-97.0372
MAF,DFW,184,31.942529999999998,-102.20191,32.89595,-97.0372
XNA,DFW,16,36.28187,-94.30681,32.89595,-97.0372
DAY,DFW,676,39.90238,-84.21938,32.89595,-97.0372
MGM,DFW,121,32.30064,-86.39398,32.89595,-97.0372
DSM,DFW,933,41.534929999999996,-93.66068,32.89595,-97.0372
ELP,DFW,1366,31.80667,-106.37781000000001,32.89595,-97.0372
MYR,DFW,75,33.67975,-78.92833,32.89595,-97.0372
AMA,DFW,232,35.21937,-101.70593000000001,32.89595,-97.0372
GPT,DFW,16,30.40728,-89.07009000000001,32.89595,-97.0372
CRP,DFW,68,27.770359999999997,-97.50121999999999,32.89595,-97.0372
MFE,DFW,841,26.175829999999998,-98.23861,32.89595,-97.0372
BZN,DFW,125,45.7769,-111.15301000000001,32.89595,-97.0372
LFT,DFW,243,30.20528,-91.98765999999999,32.89595,-97.0372
MLU,DFW,422,32.510870000000004,-92.03769,32.89595,-97.0372
SAF,DFW,1067,35.61678,-106.08814,32.89595,-97.0372
BRO,DFW,8,25.90683,-97.42586,32.89595,-97.0372
SPI,DFW,107,39.84395,-89.67761999999999,32.89595,-97.0372
JAC,DFW,383,43.60732,-110.73773999999999,32.89595,-97.0372
LRD,DFW,931,27.543740000000003,-99.46154,32.89595,-97.0372
AEX,DFW,426,31.327370000000002,-92.54856,32.89595,-97.0372
LCH,DFW,308,30.1261,-93.2234,32.89595,-97.0372
LAW,DFW,712,34.56771,-98.41664,32.89595,-97.0372
DRO,DFW,29,37.15152,-107.75376999999999,32.89595,-97.0372
CLL,DFW,641,30.588590000000003,-96.36381999999999,32.89595,-97.0372
GRK,DFW,222,31.0649,-97.8278,32.89595,-97.0372
FSM,DFW,360,35.33659,-94.36744,32.89595,-97.0372
MHK,DFW,652,39.14097,-96.67083000000001,32.89595,-97.0372
SJT,DFW,630,31.35775,-100.49631,32.89595,-97.0372
PIB,DFW,109,31.46715,-89.33706,32.89595,-97.0372
EGE,DFW,480,39.64257,-106.9177,32.89595,-97.0372
MEI,DFW,474,32.33313,-88.75121,32.89595,-97.0372
COU,DFW,33,38.818090000000005,-92.21963000000001,32.89595,-97.0372
ROW,DFW,99,33.301559999999995,-104.53056,32.89595,-97.0372
ACT,DFW,339,31.611290000000004,-97.23052,32.89595,-97.0372
GRI,DFW,325,40.96747,-98.30861,32.89595,-97.0372
HDN,DFW,152,40.48118,-107.21766000000001,32.89595,-97.0372
SPS,DFW,273,33.9888,-98.49189,32.89595,-97.0372
JLN,DFW,189,37.15181,-94.49826999999999,32.89595,-97.0372
GCK,DFW,187,37.92752,-100.72440999999999,32.89595,-97.0372
MTJ,DFW,126,38.50887,-107.89383000000001,32.89595,-97.0372
GUC,DFW,147,38.53396,-106.93318000000001,32.89595,-97.0372
TYR,DFW,114,32.35414,-95.40239,32.89595,-97.0372
TXK,DFW,75,33.45371,-93.99101999999999,32.89595,-97.0372
ABI,DFW,41,32.41132,-99.6819,32.89595,-97.0372
SUX,DFW,28,42.4026,-96.38436999999999,32.89595,-97.0372
GGG,DFW,8,32.384859999999996,-94.71171,32.89595,-97.0372
BPT,DFW,7,29.95083,-94.02069,32.89595,-97.0372
SFO,PHX,4695,37.619,-122.37483999999999,33.43417,-112.00806000000001
LAX,PHX,6787,33.94254,-118.40807,33.43417,-112.00806000000001
JFK,PHX,2611,40.63975,-73.77893,33.43417,-112.00806000000001
LAS,PHX,5489,36.08036,-115.15233,33.43417,-112.00806000000001
ORD,PHX,5360,41.9796,-87.90446,33.43417,-112.00806000000001
SEA,PHX,5038,47.44898,-122.30931000000001,33.43417,-112.00806000000001
HNL,PHX,1071,21.31869,-157.92241,33.43417,-112.00806000000001
OGG,PHX,529,20.89865,-156.43046,33.43417,-112.00806000000001
ATL,PHX,3589,33.640440000000005,-84.42694,33.43417,-112.00806000000001
MCO,PHX,1467,28.428890000000003,-81.31603,33.43417,-112.00806000000001
DEN,PHX,7659,39.85841,-104.667,33.43417,-112.00806000000001
BOS,PHX,1600,42.36435,-71.00518000000001,33.43417,-112.00806000000001
DCA,PHX,1080,38.85208,-77.03772,33.43417,-112.00806000000001
FLL,PHX,372,26.07258,-80.15275,33.43417,-112.00806000000001
SAN,PHX,5405,32.73356,-117.18966,33.43417,-112.00806000000001
MSP,PHX,4140,44.88055,-93.21692,33.43417,-112.00806000000001
SLC,PHX,4854,40.78839,-111.97776999999999,33.43417,-112.00806000000001
DFW,PHX,4267,32.89595,-97.0372,33.43417,-112.00806000000001
KOA,PHX,339,19.738770000000002,-156.04563000000002,33.43417,-112.00806000000001
EWR,PHX,2388,40.6925,-74.16866,33.43417,-112.00806000000001
TPA,PHX,1226,27.97547,-82.53325,33.43417,-112.00806000000001
HOU,PHX,1609,29.64542,-95.27889,33.43417,-112.00806000000001
DAL,PHX,2041,32.84711,-96.85177,33.43417,-112.00806000000001
PHL,PHX,2616,39.87195,-75.24114,33.43417,-112.00806000000001
ANC,PHX,171,61.174319999999994,-149.99618999999998,33.43417,-112.00806000000001
LIH,PHX,375,21.97598,-159.33896000000001,33.43417,-112.00806000000001
BWI,PHX,1777,39.1754,-76.6682,33.43417,-112.00806000000001
MIA,PHX,1083,25.79325,-80.29056,33.43417,-112.00806000000001
PDX,PHX,3236,45.58872,-122.5975,33.43417,-112.00806000000001
OAK,PHX,3013,37.72129,-122.22072,33.43417,-112.00806000000001
DTW,PHX,2940,42.21206,-83.34884,33.43417,-112.00806000000001
CLT,PHX,3108,35.214009999999995,-80.94313000000001,33.43417,-112.00806000000001
MSY,PHX,376,29.99339,-90.25803,33.43417,-112.00806000000001
IAH,PHX,2322,29.98047,-95.33972,33.43417,-112.00806000000001
SJC,PHX,3479,37.36186,-121.92901,33.43417,-112.00806000000001
RDU,PHX,302,35.87764,-78.78747,33.43417,-112.00806000000001
SNA,PHX,4116,33.67566,-117.86822,33.43417,-112.00806000000001
SMF,PHX,3527,38.69542,-121.59076999999999,33.43417,-112.00806000000001
MDW,PHX,2541,41.78598,-87.75242,33.43417,-112.00806000000001
BUR,PHX,2100,34.20062,-118.3585,33.43417,-112.00806000000001
STL,PHX,2033,38.747690000000006,-90.35999,33.43417,-112.00806000000001
IND,PHX,1337,39.71733,-86.29438,33.43417,-112.00806000000001
IAD,PHX,365,38.94453,-77.45581,33.43417,-112.00806000000001
AUS,PHX,2070,30.19453,-97.66986999999999,33.43417,-112.00806000000001
MCI,PHX,2054,39.29761,-94.71391,33.43417,-112.00806000000001
CMH,PHX,1075,39.99799,-82.89188,33.43417,-112.00806000000001
SAT,PHX,1703,29.533690000000004,-98.46978,33.43417,-112.00806000000001
MKE,PHX,1645,42.94722,-87.89658,33.43417,-112.00806000000001
BNA,PHX,1010,36.12448,-86.67818,33.43417,-112.00806000000001
PIT,PHX,1034,40.49147,-80.23286999999999,33.43417,-112.00806000000001
MEM,PHX,325,35.04242,-89.97667,33.43417,-112.00806000000001
GEG,PHX,1081,47.619859999999996,-117.53383999999998,33.43417,-112.00806000000001
CLE,PHX,740,41.41089,-81.8494,33.43417,-112.00806000000001
RNO,PHX,1656,39.49858,-119.76806,33.43417,-112.00806000000001
TUS,PHX,519,32.11608,-110.94103,33.43417,-112.00806000000001
ONT,PHX,3128,34.056,-117.60118999999999,33.43417,-112.00806000000001
LGB,PHX,40,33.81772,-118.15161,33.43417,-112.00806000000001
SDF,PHX,376,38.17439,-85.736,33.43417,-112.00806000000001
CVG,PHX,312,39.04614,-84.66216999999999,33.43417,-112.00806000000001
OMA,PHX,1497,41.30252,-95.89416999999999,33.43417,-112.00806000000001
BOI,PHX,1113,43.564440000000005,-116.22278,33.43417,-112.00806000000001
TUL,PHX,648,36.198370000000004,-95.88824,33.43417,-112.00806000000001
PSP,PHX,1502,33.82922,-116.50625,33.43417,-112.00806000000001
ABQ,PHX,2509,35.04022,-106.60918999999998,33.43417,-112.00806000000001
ICT,PHX,365,37.64996,-97.43305,33.43417,-112.00806000000001
COS,PHX,362,38.80581,-104.70025,33.43417,-112.00806000000001
BUF,PHX,365,42.94052,-78.73217,33.43417,-112.00806000000001
ASE,PHX,15,39.22316,-106.86885,33.43417,-112.00806000000001
SBA,PHX,23,34.42621,-119.84037,33.43417,-112.00806000000001
LIT,PHX,364,34.7294,-92.22425,33.43417,-112.00806000000001
OKC,PHX,715,35.39309,-97.60073,33.43417,-112.00806000000001
FAT,PHX,390,36.77619,-119.71813999999999,33.43417,-112.00806000000001
LBB,PHX,360,33.66364,-101.82278000000001,33.43417,-112.00806000000001
MRY,PHX,302,36.58698,-121.84295,33.43417,-112.00806000000001
MAF,PHX,93,31.942529999999998,-102.20191,33.43417,-112.00806000000001
MFR,PHX,210,42.37423,-122.8735,33.43417,-112.00806000000001
DSM,PHX,803,41.534929999999996,-93.66068,33.43417,-112.00806000000001
ELP,PHX,1283,31.80667,-106.37781000000001,33.43417,-112.00806000000001
RDM,PHX,365,44.25407,-121.14996000000001,33.43417,-112.00806000000001
YUM,PHX,1379,32.65658,-114.60597,33.43417,-112.00806000000001
SGU,PHX,665,37.090579999999996,-113.59306000000001,33.43417,-112.00806000000001
SBP,PHX,467,35.23706,-120.64238999999999,33.43417,-112.00806000000001
FLG,PHX,1335,35.13845,-111.67121999999999,33.43417,-112.00806000000001
EUG,PHX,210,44.123259999999995,-123.21869,33.43417,-112.00806000000001
SAF,PHX,387,35.61678,-106.08814,33.43417,-112.00806000000001
GJT,PHX,753,39.122409999999995,-108.52673,33.43417,-112.00806000000001
JAC,PHX,81,43.60732,-110.73773999999999,33.43417,-112.00806000000001
BFL,PHX,903,35.4336,-119.05677,33.43417,-112.00806000000001
DRO,PHX,587,37.15152,-107.75376999999999,33.43417,-112.00806000000001
EGE,PHX,53,39.64257,-106.9177,33.43417,-112.00806000000001
ROW,PHX,361,33.301559999999995,-104.53056,33.43417,-112.00806000000001
MTJ,PHX,17,38.50887,-107.89383000000001,33.43417,-112.00806000000001
SFO,SLC,3865,37.619,-122.37483999999999,40.78839,-111.97776999999999
LAX,SLC,5672,33.94254,-118.40807,40.78839,-111.97776999999999
JFK,SLC,1985,40.63975,-73.77893,40.78839,-111.97776999999999
LAS,SLC,4079,36.08036,-115.15233,40.78839,-111.97776999999999
ORD,SLC,3532,41.9796,-87.90446,40.78839,-111.97776999999999
SEA,SLC,4083,47.44898,-122.30931000000001,40.78839,-111.97776999999999
HNL,SLC,361,21.31869,-157.92241,40.78839,-111.97776999999999
OGG,SLC,11,20.89865,-156.43046,40.78839,-111.97776999999999
ATL,SLC,2973,33.640440000000005,-84.42694,40.78839,-111.97776999999999
MCO,SLC,1342,28.428890000000003,-81.31603,40.78839,-111.97776999999999
DEN,SLC,7424,39.85841,-104.667,40.78839,-111.97776999999999
BOS,SLC,1161,42.36435,-71.00518000000001,40.78839,-111.97776999999999
DCA,SLC,464,38.85208,-77.03772,40.78839,-111.97776999999999
FLL,SLC,99,26.07258,-80.15275,40.78839,-111.97776999999999
SAN,SLC,2559,32.73356,-117.18966,40.78839,-111.97776999999999
PHX,SLC,4851,33.43417,-112.00806000000001,40.78839,-111.97776999999999
MSP,SLC,1957,44.88055,-93.21692,40.78839,-111.97776999999999
DFW,SLC,3339,32.89595,-97.0372,40.78839,-111.97776999999999
EWR,SLC,674,40.6925,-74.16866,40.78839,-111.97776999999999
TPA,SLC,9,27.97547,-82.53325,40.78839,-111.97776999999999
HOU,SLC,41,29.64542,-95.27889,40.78839,-111.97776999999999
DAL,SLC,373,32.84711,-96.85177,40.78839,-111.97776999999999
PHL,SLC,554,39.87195,-75.24114,40.78839,-111.97776999999999
ANC,SLC,31,61.174319999999994,-149.99618999999998,40.78839,-111.97776999999999
BWI,SLC,932,39.1754,-76.6682,40.78839,-111.97776999999999
MIA,SLC,294,25.79325,-80.29056,40.78839,-111.97776999999999
PDX,SLC,2820,45.58872,-122.5975,40.78839,-111.97776999999999
OAK,SLC,2179,37.72129,-122.22072,40.78839,-111.97776999999999
DTW,SLC,1461,42.21206,-83.34884,40.78839,-111.97776999999999
CLT,SLC,777,35.214009999999995,-80.94313000000001,40.78839,-111.97776999999999
MSY,SLC,355,29.99339,-90.25803,40.78839,-111.97776999999999
IAH,SLC,1777,29.98047,-95.33972,40.78839,-111.97776999999999
SJC,SLC,2338,37.36186,-121.92901,40.78839,-111.97776999999999
RDU,SLC,335,35.87764,-78.78747,40.78839,-111.97776999999999
SNA,SLC,1725,33.67566,-117.86822,40.78839,-111.97776999999999
SMF,SLC,1941,38.69542,-121.59076999999999,40.78839,-111.97776999999999
MDW,SLC,755,41.78598,-87.75242,40.78839,-111.97776999999999
BUR,SLC,1632,34.20062,-118.3585,40.78839,-111.97776999999999
STL,SLC,670,38.747690000000006,-90.35999,40.78839,-111.97776999999999
IND,SLC,164,39.71733,-86.29438,40.78839,-111.97776999999999
IAD,SLC,190,38.94453,-77.45581,40.78839,-111.97776999999999
AUS,SLC,679,30.19453,-97.66986999999999,40.78839,-111.97776999999999
MCI,SLC,729,39.29761,-94.71391,40.78839,-111.97776999999999
SAT,SLC,619,29.533690000000004,-98.46978,40.78839,-111.97776999999999
MKE,SLC,8,42.94722,-87.89658,40.78839,-111.97776999999999
BNA,SLC,363,36.12448,-86.67818,40.78839,-111.97776999999999
GEG,SLC,1347,47.619859999999996,-117.53383999999998,40.78839,-111.97776999999999
RNO,SLC,1358,39.49858,-119.76806,40.78839,-111.97776999999999
TUS,SLC,775,32.11608,-110.94103,40.78839,-111.97776999999999
ONT,SLC,1029,34.056,-117.60118999999999,40.78839,-111.97776999999999
MSN,SLC,309,43.13986,-89.33751,40.78839,-111.97776999999999
LGB,SLC,2783,33.81772,-118.15161,40.78839,-111.97776999999999
CVG,SLC,535,39.04614,-84.66216999999999,40.78839,-111.97776999999999
OMA,SLC,589,41.30252,-95.89416999999999,40.78839,-111.97776999999999
BOI,SLC,1992,43.564440000000005,-116.22278,40.78839,-111.97776999999999
TUL,SLC,359,36.198370000000004,-95.88824,40.78839,-111.97776999999999
PSP,SLC,797,33.82922,-116.50625,40.78839,-111.97776999999999
ABQ,SLC,863,35.04022,-106.60918999999998,40.78839,-111.97776999999999
COS,SLC,675,38.80581,-104.70025,40.78839,-111.97776999999999
ASE,SLC,209,39.22316,-106.86885,40.78839,-111.97776999999999
OKC,SLC,660,35.39309,-97.60073,40.78839,-111.97776999999999
FAT,SLC,1027,36.77619,-119.71813999999999,40.78839,-111.97776999999999
MFR,SLC,728,42.37423,-122.8735,40.78839,-111.97776999999999
DSM,SLC,314,41.534929999999996,-93.66068,40.78839,-111.97776999999999
RAP,SLC,479,44.045320000000004,-103.05736999999999,40.78839,-111.97776999999999
IDA,SLC,1416,43.514559999999996,-112.07016999999999,40.78839,-111.97776999999999
BIL,SLC,1133,45.80766,-108.54286,40.78839,-111.97776999999999
RDM,SLC,710,44.25407,-121.14996000000001,40.78839,-111.97776999999999
SGU,SLC,1369,37.090579999999996,-113.59306000000001,40.78839,-111.97776999999999
PSC,SLC,939,46.26468,-119.11903000000001,40.78839,-111.97776999999999
EUG,SLC,451,44.123259999999995,-123.21869,40.78839,-111.97776999999999
BZN,SLC,1088,45.7769,-111.15301000000001,40.78839,-111.97776999999999
MSO,SLC,1101,46.916309999999996,-114.09056000000001,40.78839,-111.97776999999999
TWF,SLC,1088,42.4818,-114.48773999999999,40.78839,-111.97776999999999
FCA,SLC,1045,48.3114,-114.25506999999999,40.78839,-111.97776999999999
GJT,SLC,1036,39.122409999999995,-108.52673,40.78839,-111.97776999999999
JAC,SLC,1000,43.60732,-110.73773999999999,40.78839,-111.97776999999999
PIH,SLC,981,42.91131,-112.59586000000002,40.78839,-111.97776999999999
HLN,SLC,979,46.60682,-111.98275,40.78839,-111.97776999999999
GTF,SLC,971,47.482,-111.37069,40.78839,-111.97776999999999
COD,SLC,910,44.52019,-109.0238,40.78839,-111.97776999999999
SUN,SLC,878,43.50484,-114.29659,40.78839,-111.97776999999999
GCC,SLC,181,44.3489,-105.53936000000002,40.78839,-111.97776999999999
LWS,SLC,753,46.3745,-117.01539,40.78839,-111.97776999999999
CPR,SLC,713,42.908359999999995,-106.46446999999999,40.78839,-111.97776999999999
BTM,SLC,675,45.9548,-112.49746,40.78839,-111.97776999999999
EKO,SLC,657,40.82493,-115.7917,40.78839,-111.97776999999999
CDC,SLC,623,37.70097,-113.09858,40.78839,-111.97776999999999
EGE,SLC,11,39.64257,-106.9177,40.78839,-111.97776999999999
WYS,SLC,232,44.6884,-111.11764,40.78839,-111.97776999999999
MTJ,SLC,11,38.50887,-107.89383000000001,40.78839,-111.97776999999999
SFO,IAD,3665,37.619,-122.37483999999999,38.94453,-77.45581
LAX,IAD,3628,33.94254,-118.40807,38.94453,-77.45581
JFK,IAD,1040,40.63975,-73.77893,38.94453,-77.45581
LAS,IAD,837,36.08036,-115.15233,38.94453,-77.45581
ORD,IAD,1784,41.9796,-87.90446,38.94453,-77.45581
SEA,IAD,1333,47.44898,-122.30931000000001,38.94453,-77.45581
HNL,IAD,161,21.31869,-157.92241,38.94453,-77.45581
ATL,IAD,3485,33.640440000000005,-84.42694,38.94453,-77.45581
MCO,IAD,2156,28.428890000000003,-81.31603,38.94453,-77.45581
DEN,IAD,3627,39.85841,-104.667,38.94453,-77.45581
BOS,IAD,2280,42.36435,-71.00518000000001,38.94453,-77.45581
FLL,IAD,777,26.07258,-80.15275,38.94453,-77.45581
SAN,IAD,975,32.73356,-117.18966,38.94453,-77.45581
PHX,IAD,365,33.43417,-112.00806000000001,38.94453,-77.45581
MSP,IAD,670,44.88055,-93.21692,38.94453,-77.45581
SLC,IAD,191,40.78839,-111.97776999999999,38.94453,-77.45581
DFW,IAD,1559,32.89595,-97.0372,38.94453,-77.45581
EWR,IAD,648,40.6925,-74.16866,38.94453,-77.45581
TPA,IAD,1041,27.97547,-82.53325,38.94453,-77.45581
PHL,IAD,1,39.87195,-75.24114,38.94453,-77.45581
MIA,IAD,597,25.79325,-80.29056,38.94453,-77.45581
PDX,IAD,301,45.58872,-122.5975,38.94453,-77.45581
DTW,IAD,633,42.21206,-83.34884,38.94453,-77.45581
CLT,IAD,139,35.214009999999995,-80.94313000000001,38.94453,-77.45581
JAX,IAD,1,30.494059999999998,-81.68786,38.94453,-77.45581
MSY,IAD,406,29.99339,-90.25803,38.94453,-77.45581
IAH,IAD,1499,29.98047,-95.33972,38.94453,-77.45581
RDU,IAD,628,35.87764,-78.78747,38.94453,-77.45581
SMF,IAD,300,38.69542,-121.59076999999999,38.94453,-77.45581
STL,IAD,1,38.747690000000006,-90.35999,38.94453,-77.45581
RIC,IAD,1,37.50517,-77.31967,38.94453,-77.45581
SJU,IAD,270,18.439420000000002,-66.00183,38.94453,-77.45581
