origin_airport,destination_airport,num_flights,o_lat,o_long,d_lat,d_long
SJU,JFK,3287,18.439420000000002,-66.00183,40.63975,-73.77893
JFK,SJU,3285,40.63975,-73.77893,18.439420000000002,-66.00183
AUS,LAX,3281,30.19453,-97.66986999999999,33.94254,-118.40807
MIA,DCA,3273,25.79325,-80.29056,38.85208,-77.03772
DCA,MIA,3271,38.85208,-77.03772,25.79325,-80.29056
LAX,AUS,3271,33.94254,-118.40807,30.19453,-97.66986999999999
CLE,ORD,3264,41.41089,-81.8494,41.9796,-87.90446
BOS,DFW,3264,42.36435,-71.00518000000001,32.89595,-97.0372
BHM,ATL,3256,33.562940000000005,-86.75355,33.640440000000005,-84.42694
ATL,BHM,3256,33.640440000000005,-84.42694,33.562940000000005,-86.75355
FLL,ORD,3256,26.07258,-80.15275,41.9796,-87.90446
ORD,FLL,3254,41.9796,-87.90446,26.07258,-80.15275
HOU,MSY,3250,29.64542,-95.27889,29.99339,-90.25803
MSY,HOU,3249,29.99339,-90.25803,29.64542,-95.27889
PHX,PDX,3242,33.43417,-112.00806000000001,45.58872,-122.5975
SFO,ATL,3242,37.619,-122.37483999999999,33.640440000000005,-84.42694
ATL,SFO,3242,33.640440000000005,-84.42694,37.619,-122.37483999999999
DEN,DTW,3238,39.85841,-104.667,42.21206,-83.34884
DTW,DEN,3237,42.21206,-83.34884,39.85841,-104.667
PDX,PHX,3236,45.58872,-122.5975,33.43417,-112.00806000000001
LAS,DTW,3231,36.08036,-115.15233,42.21206,-83.34884
DTW,LAS,3229,42.21206,-83.34884,36.08036,-115.15233
SAN,ORD,3223,32.73356,-117.18966,41.9796,-87.90446
ORD,CLE,3214,41.9796,-87.90446,41.41089,-81.8494
ORD,SAN,3209,41.9796,-87.90446,32.73356,-117.18966
DFW,BOS,3195,32.89595,-97.0372,42.36435,-71.00518000000001
RNO,LAS,3175,39.49858,-119.76806,36.08036,-115.15233
LAX,TUS,3172,33.94254,-118.40807,32.11608,-110.94103
LAS,RNO,3170,36.08036,-115.15233,39.49858,-119.76806
TUS,LAX,3170,32.11608,-110.94103,33.94254,-118.40807
TPA,CLT,3169,27.97547,-82.53325,35.214009999999995,-80.94313000000001
CLT,TPA,3167,35.214009999999995,-80.94313000000001,27.97547,-82.53325
MIA,LAX,3129,25.79325,-80.29056,33.94254,-118.40807
ONT,PHX,3128,34.056,-117.60118999999999,33.43417,-112.00806000000001
ATL,SEA,3128,33.640440000000005,-84.42694,47.44898,-122.30931000000001
LAX,MIA,3127,33.94254,-118.40807,25.79325,-80.29056
DEN,AUS,3127,39.85841,-104.667,30.19453,-97.66986999999999
SEA,ATL,3126,47.44898,-122.30931000000001,33.640440000000005,-84.42694
MSP,SFO,3124,44.88055,-93.21692,37.619,-122.37483999999999
LGA,CLE,3122,40.77724,-73.87261,41.41089,-81.8494
SFO,MSP,3117,37.619,-122.37483999999999,44.88055,-93.21692
CLE,LGA,3116,41.41089,-81.8494,40.77724,-73.87261
PHX,ONT,3115,33.43417,-112.00806000000001,34.056,-117.60118999999999
IAD,ATL,3111,38.94453,-77.45581,33.640440000000005,-84.42694
CLT,PHX,3108,35.214009999999995,-80.94313000000001,33.43417,-112.00806000000001
PHX,CLT,3106,33.43417,-112.00806000000001,35.214009999999995,-80.94313000000001
DCA,DFW,3105,38.85208,-77.03772,32.89595,-97.0372
DEN,MDW,3102,39.85841,-104.667,41.78598,-87.75242
MDW,DEN,3101,41.78598,-87.75242,39.85841,-104.667
CLT,EWR,3090,35.214009999999995,-80.94313000000001,40.6925,-74.16866
EWR,CLT,3087,40.6925,-74.16866,35.214009999999995,-80.94313000000001
PDX,SJC,3079,45.58872,-122.5975,37.36186,-121.92901
TPA,BWI,3077,27.97547,-82.53325,39.1754,-76.6682
BWI,TPA,3075,39.1754,-76.6682,27.97547,-82.53325
DFW,DCA,3071,32.89595,-97.0372,38.85208,-77.03772
MSN,ORD,3063,43.13986,-89.33751,41.9796,-87.90446
DFW,SNA,3059,32.89595,-97.0372,33.67566,-117.86822
AUS,DEN,3058,30.19453,-97.66986999999999,39.85841,-104.667
SNA,DFW,3057,33.67566,-117.86822,32.89595,-97.0372
SJC,LAS,3052,37.36186,-121.92901,36.08036,-115.15233
LAS,SJC,3052,36.08036,-115.15233,37.36186,-121.92901
ORD,MSN,3044,41.9796,-87.90446,43.13986,-89.33751
SJC,PDX,3030,37.36186,-121.92901,45.58872,-122.5975
ONT,SFO,3023,34.056,-117.60118999999999,37.619,-122.37483999999999
SFO,ONT,3022,37.619,-122.37483999999999,34.056,-117.60118999999999
MIA,MCO,3013,25.79325,-80.29056,28.428890000000003,-81.31603
OAK,PHX,3013,37.72129,-122.22072,33.43417,-112.00806000000001
MCO,MIA,3012,28.428890000000003,-81.31603,25.79325,-80.29056
PHX,OAK,3007,33.43417,-112.00806000000001,37.72129,-122.22072
LAS,IAH,3006,36.08036,-115.15233,29.98047,-95.33972
MDW,LAS,2985,41.78598,-87.75242,36.08036,-115.15233
LAS,MDW,2983,36.08036,-115.15233,41.78598,-87.75242
DEN,SMF,2976,39.85841,-104.667,38.69542,-121.59076999999999
ATL,SLC,2973,33.640440000000005,-84.42694,40.78839,-111.97776999999999
SLC,ATL,2971,40.78839,-111.97776999999999,33.640440000000005,-84.42694
DFW,DTW,2968,32.89595,-97.0372,42.21206,-83.34884
MSP,SEA,2966,44.88055,-93.21692,47.44898,-122.30931000000001
SEA,MSP,2966,47.44898,-122.30931000000001,44.88055,-93.21692
DCA,CLT,2966,38.85208,-77.03772,35.214009999999995,-80.94313000000001
SMF,DEN,2963,38.69542,-121.59076999999999,39.85841,-104.667
IAH,LAS,2955,29.98047,-95.33972,36.08036,-115.15233
DTW,MSP,2954,42.21206,-83.34884,44.88055,-93.21692
MSP,DTW,2952,44.88055,-93.21692,42.21206,-83.34884
SJU,FLL,2943,18.439420000000002,-66.00183,26.07258,-80.15275
FLL,SJU,2941,26.07258,-80.15275,18.439420000000002,-66.00183
DTW,PHX,2940,42.21206,-83.34884,33.43417,-112.00806000000001
PHX,DTW,2937,33.43417,-112.00806000000001,42.21206,-83.34884
CLT,DCA,2933,35.214009999999995,-80.94313000000001,38.85208,-77.03772
FLL,DTW,2924,26.07258,-80.15275,42.21206,-83.34884
DTW,FLL,2924,42.21206,-83.34884,26.07258,-80.15275
IAH,MSY,2921,29.98047,-95.33972,29.99339,-90.25803
DTW,DFW,2914,42.21206,-83.34884,32.89595,-97.0372
MSY,IAH,2906,29.99339,-90.25803,29.98047,-95.33972
MIA,CLT,2897,25.79325,-80.29056,35.214009999999995,-80.94313000000001
CLT,MIA,2895,35.214009999999995,-80.94313000000001,25.79325,-80.29056
EWR,MIA,2888,40.6925,-74.16866,25.79325,-80.29056
ORF,ATL,2884,36.89461,-76.20121999999999,33.640440000000005,-84.42694
ATL,ORF,2884,33.640440000000005,-84.42694,36.89461,-76.20121999999999
DCA,FLL,2882,38.85208,-77.03772,26.07258,-80.15275
FLL,DCA,2881,26.07258,-80.15275,38.85208,-77.03772
ORD,BNA,2877,41.9796,-87.90446,36.12448,-86.67818
MDW,MCO,2874,41.78598,-87.75242,28.428890000000003,-81.31603
MIA,EWR,2872,25.79325,-80.29056,40.6925,-74.16866
MCO,MDW,2871,28.428890000000003,-81.31603,41.78598,-87.75242
DEN,BOS,2862,39.85841,-104.667,42.36435,-71.00518000000001
OAK,LGB,2851,37.72129,-122.22072,33.81772,-118.15161
MDW,MCI,2850,41.78598,-87.75242,39.29761,-94.71391
BOS,DEN,2849,42.36435,-71.00518000000001,39.85841,-104.667
MCI,MDW,2843,39.29761,-94.71391,41.78598,-87.75242
MSP,LAS,2834,44.88055,-93.21692,36.08036,-115.15233
LAS,MSP,2832,36.08036,-115.15233,44.88055,-93.21692
RDU,CLT,2828,35.87764,-78.78747,35.214009999999995,-80.94313000000001
LGB,OAK,2827,33.81772,-118.15161,37.72129,-122.22072
CLT,DEN,2825,35.214009999999995,-80.94313000000001,39.85841,-104.667
CLT,RDU,2823,35.214009999999995,-80.94313000000001,35.87764,-78.78747
DEN,CLT,2822,39.85841,-104.667,35.214009999999995,-80.94313000000001
LAS,PDX,2821,36.08036,-115.15233,45.58872,-122.5975
SLC,PDX,2821,40.78839,-111.97776999999999,45.58872,-122.5975
PDX,SLC,2820,45.58872,-122.5975,40.78839,-111.97776999999999
PDX,LAS,2819,45.58872,-122.5975,36.08036,-115.15233
SDF,ATL,2813,38.17439,-85.736,33.640440000000005,-84.42694
ATL,SDF,2810,33.640440000000005,-84.42694,38.17439,-85.736
PBI,LGA,2799,26.683159999999997,-80.09559,40.77724,-73.87261
LGA,PBI,2797,40.77724,-73.87261,26.683159999999997,-80.09559
FLL,BOS,2790,26.07258,-80.15275,42.36435,-71.00518000000001
BOS,FLL,2789,42.36435,-71.00518000000001,26.07258,-80.15275
SLC,LGB,2783,40.78839,-111.97776999999999,33.81772,-118.15161
LGB,SLC,2783,33.81772,-118.15161,40.78839,-111.97776999999999
IAH,MCO,2776,29.98047,-95.33972,28.428890000000003,-81.31603
MCO,IAH,2774,28.428890000000003,-81.31603,29.98047,-95.33972
FLL,PHL,2769,26.07258,-80.15275,39.87195,-75.24114
PHL,FLL,2769,39.87195,-75.24114,26.07258,-80.15275
DFW,EWR,2750,32.89595,-97.0372,40.6925,-74.16866
OAK,SNA,2749,37.72129,-122.22072,33.67566,-117.86822
EWR,DFW,2748,40.6925,-74.16866,32.89595,-97.0372
SMF,LAS,2746,38.69542,-121.59076999999999,36.08036,-115.15233
SNA,OAK,2742,33.67566,-117.86822,37.72129,-122.22072
DEN,PHL,2736,39.85841,-104.667,39.87195,-75.24114
PVD,BWI,2734,41.724,-71.42822,39.1754,-76.6682
LAS,SMF,2733,36.08036,-115.15233,38.69542,-121.59076999999999
PHL,DEN,2731,39.87195,-75.24114,39.85841,-104.667
ORD,TPA,2728,41.9796,-87.90446,27.97547,-82.53325
BNA,ORD,2726,36.12448,-86.67818,41.9796,-87.90446
BWI,PVD,2726,39.1754,-76.6682,41.724,-71.42822
TPA,ORD,2721,27.97547,-82.53325,41.9796,-87.90446
TPA,EWR,2712,27.97547,-82.53325,40.6925,-74.16866
EWR,TPA,2710,40.6925,-74.16866,27.97547,-82.53325
JFK,TPA,2704,40.63975,-73.77893,27.97547,-82.53325
TPA,JFK,2704,27.97547,-82.53325,40.63975,-73.77893
CVG,ATL,2693,39.04614,-84.66216999999999,33.640440000000005,-84.42694
ATL,CVG,2693,33.640440000000005,-84.42694,39.04614,-84.66216999999999
CLT,DTW,2689,35.214009999999995,-80.94313000000001,42.21206,-83.34884
DFW,FLL,2683,32.89595,-97.0372,26.07258,-80.15275
FLL,DFW,2682,26.07258,-80.15275,32.89595,-97.0372
LAS,LGB,2681,36.08036,-115.15233,33.81772,-118.15161
GSO,ATL,2680,36.09775,-79.9373,33.640440000000005,-84.42694
LGB,LAS,2680,33.81772,-118.15161,36.08036,-115.15233
ATL,GSO,2680,33.640440000000005,-84.42694,36.09775,-79.9373
DFW,BNA,2670,32.89595,-97.0372,36.12448,-86.67818
DTW,CLT,2669,42.21206,-83.34884,35.214009999999995,-80.94313000000001
BNA,DFW,2669,36.12448,-86.67818,32.89595,-97.0372
BTR,ATL,2668,30.53316,-91.14963,33.640440000000005,-84.42694
ATL,BTR,2665,33.640440000000005,-84.42694,30.53316,-91.14963
ATL,CAE,2664,33.640440000000005,-84.42694,33.93884,-81.11954
CAE,ATL,2664,33.93884,-81.11954,33.640440000000005,-84.42694
MSP,CLT,2660,44.88055,-93.21692,35.214009999999995,-80.94313000000001
CLT,MSP,2640,35.214009999999995,-80.94313000000001,44.88055,-93.21692
JFK,SEA,2639,40.63975,-73.77893,47.44898,-122.30931000000001
MSP,PHL,2638,44.88055,-93.21692,39.87195,-75.24114
SEA,JFK,2637,47.44898,-122.30931000000001,40.63975,-73.77893
PHL,MSP,2635,39.87195,-75.24114,44.88055,-93.21692
SEA,BOI,2629,47.44898,-122.30931000000001,43.564440000000005,-116.22278
CLT,JFK,2626,35.214009999999995,-80.94313000000001,40.63975,-73.77893
JFK,CLT,2626,40.63975,-73.77893,35.214009999999995,-80.94313000000001
OMA,DEN,2624,41.30252,-95.89416999999999,39.85841,-104.667
PHL,PHX,2616,39.87195,-75.24114,33.43417,-112.00806000000001
BOI,SEA,2614,43.564440000000005,-116.22278,47.44898,-122.30931000000001
PHX,PHL,2613,33.43417,-112.00806000000001,39.87195,-75.24114
PHX,JFK,2612,33.43417,-112.00806000000001,40.63975,-73.77893
JFK,PHX,2611,40.63975,-73.77893,33.43417,-112.00806000000001
DEN,OMA,2610,39.85841,-104.667,41.30252,-95.89416999999999
TPA,DFW,2587,27.97547,-82.53325,32.89595,-97.0372
DFW,TPA,2587,32.89595,-97.0372,27.97547,-82.53325
ORD,AUS,2576,41.9796,-87.90446,30.19453,-97.66986999999999
IAH,LGA,2575,29.98047,-95.33972,40.77724,-73.87261
IAH,CLT,2570,29.98047,-95.33972,35.214009999999995,-80.94313000000001
BNA,DEN,2570,36.12448,-86.67818,39.85841,-104.667
SJC,DEN,2564,37.36186,-121.92901,39.85841,-104.667
ORD,STL,2559,41.9796,-87.90446,38.747690000000006,-90.35999
SAN,SLC,2559,32.73356,-117.18966,40.78839,-111.97776999999999
SLC,SAN,2556,40.78839,-111.97776999999999,32.73356,-117.18966
DEN,SJC,2555,39.85841,-104.667,37.36186,-121.92901
STL,ORD,2550,38.747690000000006,-90.35999,41.9796,-87.90446
PHX,MDW,2544,33.43417,-112.00806000000001,41.78598,-87.75242
MDW,PHX,2541,41.78598,-87.75242,33.43417,-112.00806000000001
TUL,DFW,2540,36.198370000000004,-95.88824,32.89595,-97.0372
PSP,SFO,2539,33.82922,-116.50625,37.619,-122.37483999999999
SFO,PSP,2538,37.619,-122.37483999999999,33.82922,-116.50625
ORD,MCI,2536,41.9796,-87.90446,39.29761,-94.71391
LAX,PHL,2535,33.94254,-118.40807,39.87195,-75.24114
PHL,LAX,2534,39.87195,-75.24114,33.94254,-118.40807
ORD,PDX,2531,41.9796,-87.90446,45.58872,-122.5975
CLT,IAH,2529,35.214009999999995,-80.94313000000001,29.98047,-95.33972
LGA,IAH,2524,40.77724,-73.87261,29.98047,-95.33972
BUR,SMF,2519,34.20062,-118.3585,38.69542,-121.59076999999999
ORD,GRR,2519,41.9796,-87.90446,42.88082,-85.52277
PDX,ORD,2517,45.58872,-122.5975,41.9796,-87.90446
ATL,HSV,2515,33.640440000000005,-84.42694,34.64045,-86.77311
HSV,ATL,2514,34.64045,-86.77311,33.640440000000005,-84.42694
DEN,STL,2510,39.85841,-104.667,38.747690000000006,-90.35999
ABQ,PHX,2509,35.04022,-106.60918999999998,33.43417,-112.00806000000001
ATL,PNS,2506,33.640440000000005,-84.42694,30.473309999999998,-87.18744000000001
PNS,ATL,2506,30.473309999999998,-87.18744000000001,33.640440000000005,-84.42694
PHX,ABQ,2506,33.43417,-112.00806000000001,35.04022,-106.60918999999998
DFW,TUL,2506,32.89595,-97.0372,36.198370000000004,-95.88824
SMF,BUR,2505,38.69542,-121.59076999999999,34.20062,-118.3585
LAX,DTW,2505,33.94254,-118.40807,42.21206,-83.34884
AUS,ORD,2503,30.19453,-97.66986999999999,41.9796,-87.90446
DTW,LAX,2503,42.21206,-83.34884,33.94254,-118.40807
IAH,SEA,2502,29.98047,-95.33972,47.44898,-122.30931000000001
MIA,BOS,2496,25.79325,-80.29056,42.36435,-71.00518000000001
BOS,MIA,2495,42.36435,-71.00518000000001,25.79325,-80.29056
SEA,IAH,2491,47.44898,-122.30931000000001,29.98047,-95.33972
BDL,BWI,2487,41.93887,-72.68323000000001,39.1754,-76.6682
CLT,FLL,2486,35.214009999999995,-80.94313000000001,26.07258,-80.15275
MDW,STL,2485,41.78598,-87.75242,38.747690000000006,-90.35999
FLL,CLT,2485,26.07258,-80.15275,35.214009999999995,-80.94313000000001
BWI,BDL,2484,39.1754,-76.6682,41.93887,-72.68323000000001
SNA,SEA,2480,33.67566,-117.86822,47.44898,-122.30931000000001
SEA,SNA,2480,47.44898,-122.30931000000001,33.67566,-117.86822
STL,MDW,2479,38.747690000000006,-90.35999,41.78598,-87.75242
LGA,DAL,2475,40.77724,-73.87261,32.84711,-96.85177
DAL,LGA,2475,32.84711,-96.85177,40.77724,-73.87261
STL,MSP,2474,38.747690000000006,-90.35999,44.88055,-93.21692
MSP,STL,2473,44.88055,-93.21692,38.747690000000006,-90.35999
MSP,MKE,2468,44.88055,-93.21692,42.94722,-87.89658
DEN,BNA,2467,39.85841,-104.667,36.12448,-86.67818
DEN,BWI,2457,39.85841,-104.667,39.1754,-76.6682
MKE,MSP,2453,42.94722,-87.89658,44.88055,-93.21692
BWI,DEN,2453,39.1754,-76.6682,39.85841,-104.667
LAX,DAL,2452,33.94254,-118.40807,32.84711,-96.85177
AUS,IAH,2451,30.19453,-97.66986999999999,29.98047,-95.33972
ATL,JFK,2451,33.640440000000005,-84.42694,40.63975,-73.77893
JFK,ATL,2451,40.63975,-73.77893,33.640440000000005,-84.42694
DAL,LAX,2450,32.84711,-96.85177,33.94254,-118.40807
DAL,MDW,2445,32.84711,-96.85177,41.78598,-87.75242
STL,DEN,2435,38.747690000000006,-90.35999,39.85841,-104.667
MDW,DAL,2434,41.78598,-87.75242,32.84711,-96.85177
ONT,OAK,2433,34.056,-117.60118999999999,37.72129,-122.22072
PHL,SFO,2432,39.87195,-75.24114,37.619,-122.37483999999999
DTW,BNA,2432,42.21206,-83.34884,36.12448,-86.67818
BNA,DTW,2431,36.12448,-86.67818,42.21206,-83.34884
OAK,ONT,2431,37.72129,-122.22072,34.056,-117.60118999999999
SFO,PHL,2429,37.619,-122.37483999999999,39.87195,-75.24114
PHL,TPA,2428,39.87195,-75.24114,27.97547,-82.53325
TPA,PHL,2427,27.97547,-82.53325,39.87195,-75.24114
DFW,MSY,2427,32.89595,-97.0372,29.99339,-90.25803
MSY,DFW,2426,29.99339,-90.25803,32.89595,-97.0372
MCI,ORD,2425,39.29761,-94.71391,41.9796,-87.90446
MHT,BWI,2423,42.93452,-71.43706,39.1754,-76.6682
DAL,DEN,2423,32.84711,-96.85177,39.85841,-104.667
SFO,HNL,2423,37.619,-122.37483999999999,21.31869,-157.92241
DAL,MSY,2423,32.84711,-96.85177,29.99339,-90.25803
MSY,DAL,2422,29.99339,-90.25803,32.84711,-96.85177
DEN,DAL,2421,39.85841,-104.667,32.84711,-96.85177
HNL,SFO,2421,21.31869,-157.92241,37.619,-122.37483999999999
BWI,MHT,2421,39.1754,-76.6682,42.93452,-71.43706
SNA,SMF,2414,33.67566,-117.86822,38.69542,-121.59076999999999
SMF,SNA,2412,38.69542,-121.59076999999999,33.67566,-117.86822
IAH,AUS,2405,29.98047,-95.33972,30.19453,-97.66986999999999
DFW,STL,2403,32.89595,-97.0372,38.747690000000006,-90.35999
STL,DFW,2402,38.747690000000006,-90.35999,32.89595,-97.0372
MIA,IAH,2400,25.79325,-80.29056,29.98047,-95.33972
MIA,PHL,2399,25.79325,-80.29056,39.87195,-75.24114
PHL,MIA,2398,39.87195,-75.24114,25.79325,-80.29056
IAH,MIA,2396,29.98047,-95.33972,25.79325,-80.29056
EWR,PHX,2388,40.6925,-74.16866,33.43417,-112.00806000000001
PHX,EWR,2387,33.43417,-112.00806000000001,40.6925,-74.16866
GRR,ORD,2381,42.88082,-85.52277,41.9796,-87.90446
MCI,DAL,2379,39.29761,-94.71391,32.84711,-96.85177
DAL,MCI,2376,32.84711,-96.85177,39.29761,-94.71391
LGA,MSP,2373,40.77724,-73.87261,44.88055,-93.21692
MSP,MCI,2372,44.88055,-93.21692,39.29761,-94.71391
MCI,MSP,2371,39.29761,-94.71391,44.88055,-93.21692
MSP,LGA,2371,44.88055,-93.21692,40.77724,-73.87261
MSY,LAX,2367,29.99339,-90.25803,33.94254,-118.40807
LAX,MSY,2366,33.94254,-118.40807,29.99339,-90.25803
ORD,PIT,2363,41.9796,-87.90446,40.49147,-80.23286999999999
PIT,ORD,2359,40.49147,-80.23286999999999,41.9796,-87.90446
ORD,SNA,2356,41.9796,-87.90446,33.67566,-117.86822
SNA,ORD,2352,33.67566,-117.86822,41.9796,-87.90446
ICT,ORD,2346,37.64996,-97.43305,41.9796,-87.90446
SLC,SJC,2343,40.78839,-111.97776999999999,37.36186,-121.92901
DCA,TPA,2342,38.85208,-77.03772,27.97547,-82.53325
TPA,DCA,2341,27.97547,-82.53325,38.85208,-77.03772
ATL,CHA,2339,33.640440000000005,-84.42694,35.035270000000004,-85.20379
MDW,BWI,2339,41.78598,-87.75242,39.1754,-76.6682
SJC,SLC,2338,37.36186,-121.92901,40.78839,-111.97776999999999
RSW,ORD,2338,26.536170000000002,-81.75516999999999,41.9796,-87.90446
ORD,RSW,2337,41.9796,-87.90446,26.536170000000002,-81.75516999999999
BWI,MDW,2336,39.1754,-76.6682,41.78598,-87.75242
SMF,ONT,2335,38.69542,-121.59076999999999,34.056,-117.60118999999999
ONT,SMF,2330,34.056,-117.60118999999999,38.69542,-121.59076999999999
SAN,ATL,2327,32.73356,-117.18966,33.640440000000005,-84.42694
ATL,SAN,2326,33.640440000000005,-84.42694,32.73356,-117.18966
MDW,HOU,2325,41.78598,-87.75242,29.64542,-95.27889
IAH,PHX,2322,29.98047,-95.33972,33.43417,-112.00806000000001
PHX,IAH,2320,33.43417,-112.00806000000001,29.98047,-95.33972
ATL,JAN,2318,33.640440000000005,-84.42694,32.311170000000004,-90.07589
JAN,ATL,2318,32.311170000000004,-90.07589,33.640440000000005,-84.42694
HOU,MDW,2318,29.64542,-95.27889,41.78598,-87.75242
SEA,DTW,2313,47.44898,-122.30931000000001,42.21206,-83.34884
MDW,BNA,2312,41.78598,-87.75242,36.12448,-86.67818
DTW,SEA,2312,42.21206,-83.34884,47.44898,-122.30931000000001
BNA,MDW,2309,36.12448,-86.67818,41.78598,-87.75242
MIA,SJU,2308,25.79325,-80.29056,18.439420000000002,-66.00183
SJU,MIA,2308,18.439420000000002,-66.00183,25.79325,-80.29056
COS,DEN,2307,38.80581,-104.70025,39.85841,-104.667
ORD,ICT,2306,41.9796,-87.90446,37.64996,-97.43305
CHA,ATL,2300,35.035270000000004,-85.20379,33.640440000000005,-84.42694
EWR,DCA,2285,40.6925,-74.16866,38.85208,-77.03772
IAD,BOS,2283,38.94453,-77.45581,42.36435,-71.00518000000001
BOS,IAD,2280,42.36435,-71.00518000000001,38.94453,-77.45581
BUF,JFK,2277,42.94052,-78.73217,40.63975,-73.77893
ORD,FWA,2270,41.9796,-87.90446,40.97847,-85.19515
JFK,BUF,2269,40.63975,-73.77893,42.94052,-78.73217
FWA,ORD,2268,40.97847,-85.19515,41.9796,-87.90446
BDL,ATL,2265,41.93887,-72.68323000000001,33.640440000000005,-84.42694
ATL,BDL,2265,33.640440000000005,-84.42694,41.93887,-72.68323000000001
MKE,DEN,2261,42.94722,-87.89658,39.85841,-104.667
DEN,MKE,2260,39.85841,-104.667,42.94722,-87.89658
DEN,ASE,2256,39.85841,-104.667,39.22316,-106.86885
MCO,PVD,2251,28.428890000000003,-81.31603,41.724,-71.42822
DFW,MCI,2249,32.89595,-97.0372,39.29761,-94.71391
DTW,TPA,2249,42.21206,-83.34884,27.97547,-82.53325
MCI,DFW,2249,39.29761,-94.71391,32.89595,-97.0372
TPA,DTW,2248,27.97547,-82.53325,42.21206,-83.34884
PVD,MCO,2243,41.724,-71.42822,28.428890000000003,-81.31603
VPS,ATL,2241,30.48325,-86.5254,33.640440000000005,-84.42694
ATL,VPS,2241,33.640440000000005,-84.42694,30.48325,-86.5254
DCA,EWR,2238,38.85208,-77.03772,40.6925,-74.16866
ASE,DEN,2238,39.22316,-106.86885,39.85841,-104.667
RSW,BOS,2225,26.536170000000002,-81.75516999999999,42.36435,-71.00518000000001
BOS,RSW,2225,42.36435,-71.00518000000001,26.536170000000002,-81.75516999999999
DCA,MDW,2224,38.85208,-77.03772,41.78598,-87.75242
MDW,DCA,2224,41.78598,-87.75242,38.85208,-77.03772
PHL,DTW,2220,39.87195,-75.24114,42.21206,-83.34884
SFO,SBA,2217,37.619,-122.37483999999999,34.42621,-119.84037
DTW,PHL,2217,42.21206,-83.34884,39.87195,-75.24114
CLT,PIT,2216,35.214009999999995,-80.94313000000001,40.49147,-80.23286999999999
PIT,CLT,2216,40.49147,-80.23286999999999,35.214009999999995,-80.94313000000001
AUS,SFO,2210,30.19453,-97.66986999999999,37.619,-122.37483999999999
SFO,AUS,2210,37.619,-122.37483999999999,30.19453,-97.66986999999999
SBA,SFO,2209,34.42621,-119.84037,37.619,-122.37483999999999
TPA,FLL,2204,27.97547,-82.53325,26.07258,-80.15275
FLL,TPA,2203,26.07258,-80.15275,27.97547,-82.53325
ORD,GRB,2202,41.9796,-87.90446,44.48507,-88.12959000000001
ATL,LEX,2202,33.640440000000005,-84.42694,38.036970000000004,-84.60539
GRB,ORD,2202,44.48507,-88.12959000000001,41.9796,-87.90446
LAX,BNA,2202,33.94254,-118.40807,36.12448,-86.67818
BNA,LAX,2202,36.12448,-86.67818,33.94254,-118.40807
LEX,ATL,2196,38.036970000000004,-84.60539,33.640440000000005,-84.42694
OAK,SLC,2179,37.72129,-122.22072,40.78839,-111.97776999999999
SLC,OAK,2178,40.78839,-111.97776999999999,37.72129,-122.22072
TUS,DFW,2175,32.11608,-110.94103,32.89595,-97.0372
JFK,SAN,2173,40.63975,-73.77893,32.73356,-117.18966
SAN,JFK,2172,32.73356,-117.18966,40.63975,-73.77893
DFW,TUS,2172,32.89595,-97.0372,32.11608,-110.94103
LAX,CLT,2169,33.94254,-118.40807,35.214009999999995,-80.94313000000001
CLT,LAX,2168,35.214009999999995,-80.94313000000001,33.94254,-118.40807
BOS,CLE,2159,42.36435,-71.00518000000001,41.41089,-81.8494
MCO,IAD,2156,28.428890000000003,-81.31603,38.94453,-77.45581
IAD,MCO,2154,38.94453,-77.45581,28.428890000000003,-81.31603
EWR,LAS,2154,40.6925,-74.16866,36.08036,-115.15233
MDW,LGA,2151,41.78598,-87.75242,40.77724,-73.87261
LGA,MDW,2150,40.77724,-73.87261,41.78598,-87.75242
IAH,SAT,2150,29.98047,-95.33972,29.533690000000004,-98.46978
CLE,BOS,2148,41.41089,-81.8494,42.36435,-71.00518000000001
LAS,EWR,2140,36.08036,-115.15233,40.6925,-74.16866
ATL,LIT,2140,33.640440000000005,-84.42694,34.7294,-92.22425
LIT,ATL,2140,34.7294,-92.22425,33.640440000000005,-84.42694
RDU,BWI,2138,35.87764,-78.78747,39.1754,-76.6682
BWI,RDU,2138,39.1754,-76.6682,35.87764,-78.78747
DEN,TPA,2132,39.85841,-104.667,27.97547,-82.53325
BOI,DEN,2132,43.564440000000005,-116.22278,39.85841,-104.667
DEN,BOI,2132,39.85841,-104.667,43.564440000000005,-116.22278
SFO,OGG,2131,37.619,-122.37483999999999,20.89865,-156.43046
OGG,SFO,2131,20.89865,-156.43046,37.619,-122.37483999999999
ATL,AGS,2129,33.640440000000005,-84.42694,33.36996,-81.9645
AGS,ATL,2129,33.36996,-81.9645,33.640440000000005,-84.42694
AVL,ATL,2127,35.43619,-82.54181,33.640440000000005,-84.42694
ATL,AVL,2126,33.640440000000005,-84.42694,35.43619,-82.54181
DAL,DCA,2125,32.84711,-96.85177,38.85208,-77.03772
DCA,DAL,2124,38.85208,-77.03772,32.84711,-96.85177
TPA,DEN,2124,27.97547,-82.53325,39.85841,-104.667
ORD,BWI,2122,41.9796,-87.90446,39.1754,-76.6682
BWI,BNA,2122,39.1754,-76.6682,36.12448,-86.67818
BWI,ORD,2118,39.1754,-76.6682,41.9796,-87.90446
TPA,BOS,2116,27.97547,-82.53325,42.36435,-71.00518000000001
